"BIBTEXKEY","first_name","middle_name","last_name","full_name","JOURNAL","NUMBER","PAGES","PUBLISHER","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","URL","AUTHOR_KEYWORDS","LANGUAGE","ABBREV_SOURCE_TITLE","PUBLICATION_STAGE","SOURCE","AFFILIATIONS","Affiliation_country","Affiliation_country_code","Gender","Gender.Probability","Gender.Count","author_id","paper_id_author_id","author_order","Max","author_last","author_single","unique_name","OA","Citations"
"Enriquez202063","Sophia","M.","Enriquez","Sophia M. Enriquez","Journal of Popular Music Studies","2","63 – 76","University of California Press","“penned against the wall"": Migration narratives, cultural resonances, and Latinx experiences in Appalachian music","Article","32",2020,"10.1525/jpms.2020.32.2.63","15242226","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85104972450&doi = 10.1525%2fjpms.2020.32.2.63&partnerID = 40&md5 = 51d93313ce9f76da83029d34cface8b1","Appalachia; Latinx music; Popular music","English","J. Pop. Music Stud.","Final","Scopus","Ohio State University, United States","United States","US","female",1,43245,"author1","Enriquez202063_author1",1,1,0,1,"enriquez_sophia","Open Access",4
"Brudvik2020135","Sondre",NA,"Brudvik","Sondre Brudvik","Journal of Popular Music Education","2","135 – 152","Intellect Ltd.","What’s stopping you? Impediments to incorporating popular music technologies in schools","Article","4",2020,"10.1386/jpme_00022_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85170156541&doi = 10.1386%2fjpme_00022_1&partnerID = 40&md5 = 5a02c26804867a1b06714a4157f5d0b3","attitude; GarageBand; Norway; Rocksmith; Skoog; Soundation; technology","English","J. Pop. Music. Educ.","Final","Scopus","Western Norway, University of Applied Sciences, Postbox 7030, Bergen, 5020, Norway","Norway","NO","male",1,718,"author1","Brudvik2020135_author1",1,2,0,0,"brudvik_sondre","Undefined",4
"Brudvik2020135","David","G.","Hebert","David G. Hebert","Journal of Popular Music Education","2","135 – 152","Intellect Ltd.","What’s stopping you? Impediments to incorporating popular music technologies in schools","Article","4",2020,"10.1386/jpme_00022_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85170156541&doi = 10.1386%2fjpme_00022_1&partnerID = 40&md5 = 5a02c26804867a1b06714a4157f5d0b3","attitude; GarageBand; Norway; Rocksmith; Skoog; Soundation; technology","English","J. Pop. Music. Educ.","Final","Scopus","Western Norway, University of Applied Sciences, Postbox 7030, Bergen, 5020, Norway","Norway","NO","male",1,3328,"author2","Brudvik2020135_author2",2,2,1,0,"hebert_david","Undefined",4
"Cannady2020539","Kimberly","D.","Cannady","Kimberly D. Cannady","Popular Music","3-4","539 – 553","Cambridge University Press","Beyond 'puffins and moss': Iceland Airwaves and post-crash musical tourism","Article","39",2020,"10.1017/S0261143020000525","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85102859749&doi = 10.1017%2fS0261143020000525&partnerID = 40&md5 = ee54398c18962b50a974779a99f99d1c",NA,"English","Pop. Music","Final","Scopus","Victoria University, Wellington, New Zealand","New Zealand","NZ","female",1,190,"author1","Cannady2020539_author1",1,1,0,1,"cannady_kimberly","Undefined",0
"Kjus2021241","Yngvar",NA,"Kjus","Yngvar Kjus","Popular Music and Society","3","241 – 257","Routledge","The Use of Copyright in Digital Times: A Study of How Artists Exercise Their Rights in Norway","Article","44",2021,"10.1080/03007766.2019.1698206","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85075710600&doi = 10.1080%2f03007766.2019.1698206&partnerID = 40&md5 = a2df2b8a687f61d5041d45c041e02b63","Artists; copyright; literacy; negotiation; production tools; streaming services","English","Pop. Music Soc.","Final","Scopus","Department of Musicology, University of Oslo, Oslo, Norway","Norway","NO","male",0.75,1,"author1","Kjus2021241_author1",1,1,0,1,"kjus_yngvar","Open Access",12
"Lucas2021263","Olivia","R.","Lucas","Olivia R. Lucas","Popular Music","2","263 – 280","Cambridge University Press","Kaitiakitanga, Whai Wāhi and Alien Weaponry: Indigenous frameworks for understanding language, identity and international success in the case of a Māori metal band","Article","40",2021,"10.1017/S0261143021000131","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85117130052&doi = 10.1017%2fS0261143021000131&partnerID = 40&md5 = b2d9e9e8c229aa12c94ba779c87db1ff",NA,"English","Pop. Music","Final","Scopus","Louisiana State University, College of Music and Dramatic Arts, Baton Rouge, 70803-2804, LA, United States","United States","US","female",1,79470,"author1","Lucas2021263_author1",1,1,0,1,"lucas_olivia","Undefined",3
"Boutros2021504","Alexandra",NA,"Boutros","Alexandra Boutros","Popular Music and Society","5","504 – 522","Routledge","“Sounds like Haiti”: Haiti as Muse in Canadian Popular Music","Article","44",2021,"10.1080/03007766.2020.1732019","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85121941175&doi = 10.1080%2f03007766.2020.1732019&partnerID = 40&md5 = fb8c0c9bfb82a6adb6df1028196d7dfc","Canada; Haiti; hip hop; popular music; transnationalism","English","Pop. Music Soc.","Final","Scopus","Communication Studies, Wilfrid Laurier University, Waterloo, ON, Canada","Canada","CA","female",1,13473,"author1","Boutros2021504_author1",1,1,0,1,"boutros_alexandra","Undefined",0
"Collins2021258","Steve",NA,"Collins","Steve Collins","Popular Music and Society","3","258 – 273","Routledge","Mastering 2.0: The Real or Perceived Threat of DIY Mastering and Automated Mastering Systems","Article","44",2021,"10.1080/03007766.2019.1699339","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85075913170&doi = 10.1080%2f03007766.2019.1699339&partnerID = 40&md5 = e8fe86888498295e48414c9135487451","Automated mastering services; disruption; disruptive innovation; Mastering; popular music; production","English","Pop. Music Soc.","Final","Scopus","Department of Media, Communication, and Cultural Studies, Macquarie University, North Ryde, Australia","Australia","AU","male",1,28260,"author1","Collins2021258_author1",1,4,0,0,"collins_steve","Undefined",1
"Collins2021258","Adrian",NA,"Renzo","Adrian Renzo","Popular Music and Society","3","258 – 273","Routledge","Mastering 2.0: The Real or Perceived Threat of DIY Mastering and Automated Mastering Systems","Article","44",2021,"10.1080/03007766.2019.1699339","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85075913170&doi = 10.1080%2f03007766.2019.1699339&partnerID = 40&md5 = e8fe86888498295e48414c9135487451","Automated mastering services; disruption; disruptive innovation; Mastering; popular music; production","English","Pop. Music Soc.","Final","Scopus","Department of Media, Communication, and Cultural Studies, Macquarie University, North Ryde, Australia","Australia","AU","male",1,1110,"author2","Collins2021258_author2",2,4,0,0,"renzo_adrian","Undefined",1
"Collins2021258","Sarah",NA,"Keith","Sarah Keith","Popular Music and Society","3","258 – 273","Routledge","Mastering 2.0: The Real or Perceived Threat of DIY Mastering and Automated Mastering Systems","Article","44",2021,"10.1080/03007766.2019.1699339","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85075913170&doi = 10.1080%2f03007766.2019.1699339&partnerID = 40&md5 = e8fe86888498295e48414c9135487451","Automated mastering services; disruption; disruptive innovation; Mastering; popular music; production","English","Pop. Music Soc.","Final","Scopus","Department of Media, Communication, and Cultural Studies, Macquarie University, North Ryde, Australia","Australia","AU","female",1,33888,"author3","Collins2021258_author3",3,4,0,0,"keith_sarah","Undefined",1
"Collins2021258","Alex",NA,"Mesker","Alex Mesker","Popular Music and Society","3","258 – 273","Routledge","Mastering 2.0: The Real or Perceived Threat of DIY Mastering and Automated Mastering Systems","Article","44",2021,"10.1080/03007766.2019.1699339","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85075913170&doi = 10.1080%2f03007766.2019.1699339&partnerID = 40&md5 = e8fe86888498295e48414c9135487451","Automated mastering services; disruption; disruptive innovation; Mastering; popular music; production","English","Pop. Music Soc.","Final","Scopus","Department of Media, Communication, and Cultural Studies, Macquarie University, North Ryde, Australia","Australia","AU","male",1,20403,"author4","Collins2021258_author4",4,4,1,0,"mesker_alex","Undefined",1
"Hofman2021157","Ana",NA,"Hofman","Ana Hofman","Popular Music and Society","2","157 – 174","Routledge","“We are the Partisans of Our Time”: Antifascism and Post-Yugoslav Singing Memory Activism","Article","44",2021,"10.1080/03007766.2020.1820782","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85095755079&doi = 10.1080%2f03007766.2020.1820782&partnerID = 40&md5 = 28cc32086895470151e2a3bc4b205028","activist choirs; post-socialist memory politics; singing memory activism; Yugoslav antifascist resistance","English","Pop. Music Soc.","Final","Scopus","Institute of Cultural and Memory Studies, Research Centre of Slovenian Academy of Sciences and Arts, Ljubljana, Slovenia","Slovenia","SI","female",0.99,3731,"author1","Hofman2021157_author1",1,1,0,1,"hofman_ana","Undefined",7
"Lebold2021107","Christophe",NA,"Lebold","Christophe Lebold","Popular Music and Society","1","107 – 110","Routledge","Nothing on Their Tongue but Hallelujah: Why Leonard Cohen’s Dark Hymn Will Forever Escape Trumping","Article","44",2021,"10.1080/03007766.2020.1847567","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85097234006&doi = 10.1080%2f03007766.2020.1847567&partnerID = 40&md5 = a6f498f5cefe4b1d3cd16525f4f02612",NA,"English","Pop. Music Soc.","Final","Scopus","Departement of Anglophone Studies, University of Strasbourg, Strasbourg, France","France","FR","male",1,244277,"author1","Lebold2021107_author1",1,1,0,1,"lebold_christophe","Undefined",1
"Smith202155","Rob",NA,"Smith","Rob Smith","Journal of Popular Music Education","1","55 – 70","Intellect Ltd.","What can the Welsh school music sector learn from the community music movement?","Article","5",2021,"10.1386/jpme_00043_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85128279703&doi = 10.1386%2fjpme_00043_1&partnerID = 40&md5 = 5d60ce75dd9544d9675f97635cb1837c","community music; creative participation; improvisation; inclusive musical structures; musical participation; non-formal music education; Welsh music education; youth music","English","J. Pop. Music. Educ.","Final","Scopus","School of Production and Performance, University of South Wales, Atrium, 86-88 Adam Street, Cardiff, CF24 2FN, United Kingdom","United Kingdom","GB","male",1,74427,"author1","Smith202155_author1",1,1,0,1,"smith_rob","Undefined",3
"Zhang2021539","Qian",NA,"Zhang","Qian Zhang","Popular Music and Society","5","539 – 557","Routledge","Stages, Platforms, Streams: The Economies and Industries of Live Music after Digitalization","Article","44",2021,"10.1080/03007766.2021.1921909","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85107809025&doi = 10.1080%2f03007766.2021.1921909&partnerID = 40&md5 = 559ed059611338d1334ccd6c4f7989d8","digital conglomerates; live music; liveness; platforms; popular music industries; social media; streaming","English","Pop. Music Soc.","Final","Scopus","School of Music and Recording Arts, Communication University of China, Beijing, China; Music Department, Goldsmiths, United Kingdom; University of London, London, United Kingdom","China","CN","male",0.89,4333,"author1","Zhang2021539_author1",1,2,0,0,"zhang_qian","Open Access",38
"Zhang2021539","Keith",NA,"Negus","Keith Negus","Popular Music and Society","5","539 – 557","Routledge","Stages, Platforms, Streams: The Economies and Industries of Live Music after Digitalization","Article","44",2021,"10.1080/03007766.2021.1921909","03007766","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85107809025&doi = 10.1080%2f03007766.2021.1921909&partnerID = 40&md5 = 559ed059611338d1334ccd6c4f7989d8","digital conglomerates; live music; liveness; platforms; popular music industries; social media; streaming","English","Pop. Music Soc.","Final","Scopus","School of Music and Recording Arts, Communication University of China, Beijing, China; Music Department, Goldsmiths, United Kingdom; University of London, London, United Kingdom","United Kingdom","GB","male",1,59806,"author2","Zhang2021539_author2",2,2,1,0,"negus_keith","Open Access",38
"Thomas202189","Luke",NA,"Thomas","Luke Thomas","Journal of Popular Music Education","1","89 – 112","Intellect Ltd.","Towards a ladder of popular music support in Wales: The educational impact of Forté Project","Article","5",2021,"10.1386/jpme_00045_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173233098&doi = 10.1386%2fjpme_00045_1&partnerID = 40&md5 = 3262fd90da8ee5fb840d84080619e49e","education; Forté Project; funding; musicians; policy; popular music; talent development; Wales","English","J. Pop. Music. Educ.","Final","Scopus","University of South Wales, United Kingdom","United Kingdom","GB","male",1,71847,"author1","Thomas202189_author1",1,1,0,1,"thomas_luke","Undefined",0
"Gohn2021211","Daniel","Marcondes","Gohn","Daniel Marcondes Gohn","Journal of Popular Music Education","2","211 – 226","Intellect Ltd.","‘Feeling Brazilian’: The search for authenticity in drum kit playing","Article","5",2021,"10.1386/jpme_00058_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173209261&doi = 10.1386%2fjpme_00058_1&partnerID = 40&md5 = 946ee354541c7bad1824bb4579b6e119","authenticity; Brazilian drumming; Brazilian rhythms; microtiming; Samba; timing nuances","English","J. Pop. Music. Educ.","Final","Scopus","Departamento de Artes e Comunicação (DAC), Universidade Federal de São Carlos, Rod. Washington Luís – km 235, SP, São Carlos, CEP 13565-905, Brazil","Brazil","BR","male",1,137972,"author1","Gohn2021211_author1",1,1,0,1,"gohn_daniel","Undefined",0
"Gwilliam2021141","Andrew",NA,"Gwilliam","Andrew Gwilliam","Journal of Popular Music Education","1","141 – 148","Intellect Ltd.","The University of South Wales and Rockfield studios: A case study in industry collaboration","Article","5",2021,"10.1386/jpme_00050_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85173278200&doi = 10.1386%2fjpme_00050_1&partnerID = 40&md5 = c2be4a37a0071e22c8baddc10da480b5","collaboration; industry practice; masterclasses; recording engineering; Rockfield; University of South Wales","English","J. Pop. Music. Educ.","Final","Scopus","University of South Wales, United Kingdom","United Kingdom","GB","male",1,213867,"author1","Gwilliam2021141_author1",1,1,0,1,"gwilliam_andrew","Undefined",0
"Sora2021230","Andrei",NA,"Sora","Andrei Sora","Popular Music","2","230 – 244","Cambridge University Press","'Freak show excess': Steve Vai and his self-presentation in the media","Article","40",2021,"10.1017/S0261143021000295","02611430","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85106989529&doi = 10.1017%2fS0261143021000295&partnerID = 40&md5 = 6390b8f9326935c4df9cb29b89c1d059",NA,"English","Pop. Music","Final","Scopus","University of Oxford, United Kingdom","United Kingdom","GB","male",0.99,5453,"author1","Sora2021230_author1",1,1,0,1,"sora_andrei","Undefined",0
"Azar2021187","Nadia","R.","Azar","Nadia R. Azar","Journal of Popular Music Education","2","187 – 210","Intellect Ltd.","Injury prevention education provided during formal drum kit training is associated with lower frequency reporting of playing-related musculoskeletal disorders","Article","5",2021,"10.1386/jpme_00057_1","23976721","https://www.scopus.com/inward/record.uri?eid = 2-s2.0-85130894295&doi = 10.1386%2fjpme_00057_1&partnerID = 40&md5 = 3c2fd29e2539a24445fffad8f3c672ea","curriculum; drum kit; Drummers; education; health promotion; injury prevention; playing-related musculoskeletal disorders","English","J. Pop. Music. Educ.","Final","Scopus","Drummer Mechanics and Ergonomics Research Laboratory (DRUMMER Lab), Department of Kinesiology, University of Windsor, 401 Sunset Ave, Windsor, N9B 3P4, ON, Canada","Canada","CA","female",1,9426,"author1","Azar2021187_author1",1,1,0,1,"azar_nadia","Undefined",1
